

:Start
1, dockside taverns: WHAT DO YOU DO WITH A DRUNKEN SAILOR?


:This place is called the ,roll 2x
1, Crab
2, Dolphin
3, Mermaid
4, Seal
5, Shark
6, Snail
7, Squid
8, Tuna
9, Turtle
10, Whale


:Location, The place is right next to
1, A customs house.
2, A prison.
3, A ferry port.
4, A lumber yard.
5, A merchant's office.
6, A sailmender's.
7, A shipyard.
8, A smokehouse.
9, A warehouse.
10, A rocky beach.
11, A stone bridge.
12, An old fortification.
13, A fishing pier.
14, A dry-docked ship.
15, An upscale inn.
16, A rival tavern.
17, A classy bordello.
18, A low brothel.
19, A gambling den.
20, An antiquities shop.


:Tonight, we dine on
1, Stewed.
2, Breaded.
3, Fried.
4, Battered.
5, Baked.
6, Brined.
7, Seared.
8, Peppered.
9, Salted.
10, Pickled.


:Or perhaps, the
1, Alehouse
2, Anchor
3, Cabin
4, Cove
5, Hideaway
6, House
7, Inn
8, Quarters
9, Resort
10, Tavern


:Size, The tavern is
1, Tiny 10 or fewer patrons at a time.
3, Small 11-20 patrons at a time.
5, Decent-sized 21-50 patrons at a time.
6, Large 50 or more patrons at a time.


:Or maybe, the ,roll 2x
1, Albatross
2, Dragon
3, Ghost
4, Hurricane
5, Moon
6, Pelican
7, Seagull
8, Star
9, Storm
10, Tide.


:Background, The place is owned by
1, An old sea captain.
2, A suspicious fisherman's wife.
3, A shrewd gambler.
4, A boisterous madame.
5, The son of a prosperous merchant.
6, A reformed pirate.
7, A retired sailor.
8, A talented singer.
9, A crippled smuggler.
10, A flirtatious tart.


:Work, The proprietor
1, Buses tables.
2, Minds the door.
3, Performs for patrons most nights.
4, Runs the kitchen.
5, Tends bar.
6, Sits in the back room counting coins.
7, Sits in the back room cutting deals.
8, Only visits the place when there is trouble.
9, Greets only wealthy and important patrons.
10, Hasn't set foot in the place in years.


:Concern, Recently, trouble with
1, Some rowdy patrons.
2, Some local thugs offering "protection."
3, Some local authorities demanding bribes.
4, Local authorities cleaning up prostitution.
5, Local authorities shutting down gambling.
6, Religious do-gooders preaching sobriety.
7, Some thieves working the neighborhood.
8, Rum-runners not making good on deliveries.
9, A dangerous thug refusing to pay his tab.
10, Rats—or worse—in the cellar or storeroom.


:Structure, The tavern is
1, A sturdy stone structure.
2, A rickety two-story structure.
3, A shabby looking old house.
4, Little more than a shack.
